Prix,old_price,Type,pays,region,Rating,voyageurs,rooms,bed,bathroom,period_start,period_end
1 473 €,2 945 €,appartement,Autriche,Bad Hofgastein,"5,0 ·",2 voyageurs, · Studio,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 691 €,1 879 €,appartement en résidence,Autriche,Oberzeiring,"5,0 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 415 €,1 705 €,appartement,Autriche,Linz,"4,83 ·",1 voyageur,· 1 chambre,· 1 salle de bain,Hôte depuis 9 ans,31/07/2024,31/08/2024
1 814 €,2 790 €,appartement,Autriche,Kaprun,"4,82 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
2 430 €,3 038 €,appartement,Autriche,Traun,"5,0 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain et 1 toilette,31/07/2024,31/08/2024
1 053 €,2 449 €,appartement en résidence,Autriche,Stegersbach,"4,90 ·",4 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain et 1 toilette,31/07/2024,31/08/2024
2 418 €,4 030 €,hébergement,Autriche,Neunkirchen,"4,78 ·",4 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 318 €,1 550 €,Chambre,Autriche,Bad Mitterndorf,"4,96 ·",2 lits, · Salle de bain privée attenante,Superhôte,· Hôte depuis 8 ans,31/07/2024,31/08/2024
2 976 €,3 720 €,appartement,Autriche,Stanz bei Landeck,"5,0 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 540 €,1 878 €,appartement,Autriche,Klagenfurt am Wörthersee,"4,67 ·",5 voyageurs,· 1 chambre,· 5 lits,· 1 salle de bain,31/07/2024,31/08/2024
€ 629.00,€ 786.00,suite,Autriche,Sankt Ruprecht an der Raab,"4,79 ·",3 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain et 1 toilette,31/07/2024,31/08/2024
€ 629.00,€ 786.00,suite,Autriche,Sankt Ruprecht an der Raab,"4,79 ·",3 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain et 1 toilette,31/07/2024,31/08/2024
1 575 €,1 969 €,résidence de tourisme,Autriche,Gamlitz,"4,75 ·",4 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 637 €,2 339 €,appartement,Autriche,Vienne,"5,0 ·",2 voyageurs,· 1 chambre,· 1 salle de bain,Hôte depuis 8 ans,31/07/2024,31/08/2024
€ 510.00,€ 638.00,Chambre,Autriche,Leonstein,"4,78 ·",1 lit simple, · Salle de bain partagée,Superhôte,· Hôte depuis 2 ans,31/07/2024,31/08/2024
1 860 €,2 480 €,Gîte à la ferme,Autriche,Meisenberg,"5,0 ·",2 voyageurs,· 1 chambre,· 1 salle de bain,Superhôte,31/07/2024,31/08/2024
1 061 €,1 829 €,appartement,Autriche,Graz,"4,86 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
2 926 €,3 658 €,résidence de tourisme,Autriche,Innsbruck-Land,"4,95 ·",2 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain et 1 toilette,31/07/2024,31/08/2024
2 116 €,3 255 €,résidence de tourisme,Autriche,Vienne,"5,0 ·",4 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 365 €,1 706 €,loft,Autriche,Vienne,"4,69 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 163 €,1 550 €,maison d'hôtes,Autriche,Steinakirchen am Forst,"4,81 ·",2 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 904 €,2 116 €,appartement,Autriche,Wiener Neudorf,"5,0 ·",3 voyageurs,· 2 chambres,· 3 lits,· 1 salle de bain et 1 toilette,31/07/2024,31/08/2024
1 079 €,2 118 €,appartement,Suisse,Speicherschwendi,"4,82 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
€ 948.00,1 897 €,appartement en résidence,Suisse,Soyhières,"4,93 ·",2 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 155 €,1 833 €,appartement,Suisse,Bühler,"5,0 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 249 €,1 561 €,appartement,Suisse,Wolfertswil,"4,95 ·",4 voyageurs,· 2 chambres,· 3 lits,· 1 salle de bain,31/07/2024,31/08/2024
€ 897.00,1 281 €,Chambre,Suisse,Henggart,"5,0 ·",3 lits, · Salle de bain privée,Superhôte,· Hôte depuis 12 ans,31/07/2024,31/08/2024
€ 721.00,1 201 €,Chambre,Suisse,Zihlschlacht-Sitterdorf,"5,0 ·",1 lit double, · Salle de bain partagée,Superhôte,· Hôte depuis 5 ans,31/07/2024,31/08/2024
1 037 €,1 264 €,Chambre,Suisse,Affoltern am Albis,"5,0 ·",1 chambre, · Salle de bain partagée,Superhôte,· Hôte depuis 1 an,31/07/2024,31/08/2024
1 235 €,2 059 €,appartement,Suisse,Filzbach,"5,0 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 261 €,1 802 €,Chambre,Suisse,Dübendorf,"4,91 ·",1 lit double, · Salle de bain partagée,Superhôte,· Hôte depuis 7 ans,31/07/2024,31/08/2024
1 212 €,2 425 €,appartement,Suisse,Leuk,"5,0 ·",2 voyageurs,· 1 chambre,· 1 salle de bain,Superhôte,31/07/2024,31/08/2024
1 212 €,2 425 €,appartement,Suisse,Leuk,"5,0 ·",2 voyageurs,· 1 chambre,· 1 salle de bain,Superhôte,31/07/2024,31/08/2024
2 561 €,5 690 €,cabane,Suisse,Oberiberg,"5,0 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 290 €,1 517 €,appartement,Suisse,Laufenburg,"4,89 ·",1 voyageur, · Studio,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 773 €,8 060 €,appartement en résidence,Suisse,Lens,"5,0 ·",4 voyageurs,· 2 chambres,· 1 salle de bain,Superhôte,31/07/2024,31/08/2024
1 219 €,1 742 €,appartement,Suisse,Schmitten,"4,80 ·",2 voyageurs, · Studio,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 257 €,1 934 €,Chambre,Suisse,Maur,"5,0 ·",1 lit, · Salle de bain partagée,Superhôte,· Hôte depuis 5 ans,31/07/2024,31/08/2024
2 655 €,3 161 €,appartement en résidence,Suisse,Stäfa,"4,80 ·",2 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain et 1 toilette,31/07/2024,31/08/2024
1 416 €,2 529 €,appartement,Suisse,Berne,"5,0 ·",1 voyageur,· 1 chambre,· 1 salle de bain,Superhôte,31/07/2024,31/08/2024
1 492 €,1 865 €,appartement,Suisse,Menziken,"4,90 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 183 €,2 365 €,appartement,Suisse,Davos Platz,"4,81 ·",2 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 455 €,1 617 €,appartement en résidence,Suisse,Dottikon,"4,85 ·",4 voyageurs, · Studio,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 046 €,2 276 €,appartement,Suisse,Val-d'Illiez,"4,67 ·",2 voyageurs,· 1 chambre,· 4 lits,· 1 salle de bain et 1 toilette,31/07/2024,31/08/2024
1 571 €,2 181 €,appartement,Suisse,Bremgarten,"4,94 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain et 1 toilette,31/07/2024,31/08/2024
1 351 €,3 003 €,appartement,Suisse,Crans-Montana,"4,79 ·",4 voyageurs, · Studio,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 185 €,1 580 €,Chambre,Suisse,Zürich,"4,93 ·",1 lit simple, · Salle de bain partagée,Superhôte,· Hôte depuis 6 ans,31/07/2024,31/08/2024
1 486 €,2 286 €,appartement,Suisse,Cressier,"4,87 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 077 €,1 267 €,appartement,Suisse,Biel,"4,90 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
€ 901.00,1 580 €,Chambre,Suisse,La Tour-de-Peilz,"5,0 ·",1 lit simple, · Salle de bain partagée,Superhôte,· Hôte depuis 3 ans,31/07/2024,31/08/2024
1 112 €,2 224 €,appartement en résidence,Suisse,Glarus Süd,"4,62 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
€ 797.00,1 897 €,Chambre,Suisse,Fribourg,"4,76 ·",1 lit double, · Salle de bain partagée,Superhôte,· Hôte depuis 2 ans,31/07/2024,31/08/2024
€ 628.00,1 427 €,Chambre,Suisse,Sion,"4,48 ·",1 lit, · Salle de bain partagée,Superhôte,· Hôte depuis 13 ans,31/07/2024,31/08/2024
€ 830.00,1 106 €,Chambre,Suisse,L'Abergement,"4,92 ·",2 lits simples, · Salle de bain partagée,Superhôte,· Hôte depuis 2 ans,31/07/2024,31/08/2024
€ 995.00,1 422 €,appartement,Suisse,Gryon,"4,73 ·",6 voyageurs,· 2 chambres,· 4 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 429 €,2 857 €,appartement,Suisse,Lugano,"4,58 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 344 €,2 687 €,chalet,Suisse,Grengiols,"4,50 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 880 €,3 132 €,appartement,Suisse,Flims,"4,97 ·",2 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 580 €,3 161 €,appartement en résidence,Suisse,Pully,"4,94 ·",2 voyageurs, · Studio,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 171 €,3 003 €,appartement,Suisse,Crémines,"4,57 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 580 €,3 161 €,appartement en résidence,Suisse,Pully,"4,94 ·",2 voyageurs, · Studio,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 780 €,2 225 €,appartement,Suisse,Mosen,"4,95 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 712 €,2 595 €,appartement,Suisse,Herdern,"4,93 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 113 €,1 738 €,logement de vacances,Suisse,Schlans,"5,0 ·",2 voyageurs,· 1 chambre,· 1 salle de bain,Hôte depuis 2 ans,31/07/2024,31/08/2024
1 248 €,2 838 €,appartement,Suisse,Gruyères,"4,56 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 532 €,3 003 €,appartement en résidence,Suisse,Villorsonnens,"5,0 ·",3 voyageurs, · Studio,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 091 €,2 181 €,suite,Suisse,Walzenhausen,"5,0 ·",1 voyageur, · Studio,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 658 €,2 271 €,appartement,Suisse,Rheinfelden,"4,83 ·",3 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 338 €,1 520 €,appartement,Suisse,Laufenburg,"4,90 ·",1 voyageur, · Studio,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 062 €,2 529 €,Chambre,Suisse,Herdern,"5,0 ·",1 chambre, · Salle de bain partagée,Superhôte,· Hôte depuis 1 an,31/07/2024,31/08/2024
1 915 €,3 192 €,loft,Suisse,Uster,"4,73 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 666 €,2 687 €,appartement,Suisse,Laax,"4,76 ·",3 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 292 €,1 846 €,appartement,Suisse,Maggia,"4,73 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
€ 853.00,1 422 €,Tiny house,Suisse,Intragna,"4,71 ·",3 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain et 1 toilette,31/07/2024,31/08/2024
1 423 €,1 581 €,appartement,Suisse,Winterthur,"4,20 ·",2 voyageurs,· 1 chambre,· 1 salle de bain,Hôte depuis 2 ans,31/07/2024,31/08/2024
1 189 €,2 971 €,appartement,Suisse,Laax,"4,61 ·",3 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
€ 856.00,€ 951.00,appartement,Suisse,Vissoie,"4,56 ·",2 voyageurs, · Studio,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 541 €,2 371 €,appartement,Suisse,Hausen,"4,46 ·",4 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 309 €,2 181 €,appartement,Suisse,Forel (Lavaux),"5,0 ·",2 voyageurs, · Studio,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 969 €,2 813 €,hébergement,Suisse,Stäfa,"4,69 ·",3 voyageurs,· 1 chambre,· 1 salle de bain,Hôte depuis 5 ans,31/07/2024,31/08/2024
1 086 €,2 172 €,appartement,Suisse,Cormondrèche,"4,50 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 374 €,2 499 €,Chambre,Suisse,Zürich,"5,0 ·",1 lit simple, · Salle de bain partagée,Superhôte,· Hôte depuis 7 ans,31/07/2024,31/08/2024
1 106 €,2 212 €,appartement,Suisse,Arlesheim,"4,96 ·",2 voyageurs, · Studio,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 859 €,3 380 €,appartement,Suisse,Ovronnaz,"4,93 ·",3 voyageurs, · Studio,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 035 €,1 233 €,Chambre,Suisse,Herisau,"4,95 ·",4 lits simples, · Salle de bain privée attenante,Superhôte,· Hôte depuis 9 ans,31/07/2024,31/08/2024
€ 806.00,2 371 €,Chambre,Suisse,Glarus Süd,"4,95 ·",1 lit queen size, · Salle de bain partagée,Superhôte,· Hôte depuis 10 ans,31/07/2024,31/08/2024
2 134 €,2 845 €,appartement,Suisse,Renens,"5,0 ·",2 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 340 €,1 675 €,appartement,Suisse,Saas im Prättigau,"4,93 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 463 €,1 828 €,suite,Suisse,Escholzmatt,"4,94 ·",4 voyageurs,· 2 chambres,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 958 €,3 263 €,appartement,Suisse,Ermatingen,"4,93 ·",4 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 366 €,2 069 €,appartement,Suisse,Caviano,"4,94 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
2 650 €,4 077 €,appartement,Suisse,Berne,"5,0 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 561 €,1 976 €,appartement en résidence,Suisse,Villeret,"4,83 ·",5 voyageurs,· 2 chambres,· 1 salle de bain et 1 toilette,Hôte depuis 2 ans,31/07/2024,31/08/2024
1 309 €,2 181 €,appartement,Suisse,Siat,"4,95 ·",5 voyageurs,· 2 chambres,· 4 lits,· 1 salle de bain,31/07/2024,31/08/2024
2 132 €,4 181 €,appartement,Suisse,Scherzingen,"4,97 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
2 054 €,4 109 €,appartement,Suisse,Terre di Pedemonte,"5,0 ·",2 voyageurs,· 1 chambre,· 1 salle de bain,Hôte depuis 1 an,31/07/2024,31/08/2024
1 652 €,3 003 €,appartement en résidence,Suisse,Claro,"4,97 ·",2 voyageurs, · Studio,· 0 salle de bain,Superhôte,31/07/2024,31/08/2024
1 536 €,2 845 €,appartement,Suisse,Montagny-près-Yverdon,"5,0 ·",3 voyageurs,· 2 chambres,· 1 salle de bain,Superhôte,31/07/2024,31/08/2024
1 195 €,2 172 €,appartement en résidence,Suisse,Leukerbad,"4,95 ·",2 voyageurs, · Studio,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 316 €,1 880 €,Chambre,Suisse,Dübendorf,"4,84 ·",2 lits, · Salle de bain partagée,Superhôte,· Hôte depuis 7 ans,31/07/2024,31/08/2024
1 897 €,4 741 €,appartement,Suisse,Courroux,"4,89 ·",3 voyageurs,· 2 chambres,· 3 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 068 €,1 644 €,Chambre,Suisse,Bellmund,"4,96 ·",1 chambre, · Salle de bain partagée,Superhôte,· Hôte depuis 10 ans,31/07/2024,31/08/2024
1 881 €,2 687 €,appartement,Suisse,Langenthal,"5,0 ·",5 voyageurs,· 3 chambres,· 3 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 327 €,2 212 €,casa particular,Suisse,Estavayer,"4,96 ·",2 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain privée,31/07/2024,31/08/2024
€ 995.00,2 212 €,hébergement,Suisse,Subingen,"4,81 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain privée,31/07/2024,31/08/2024
1 517 €,2 529 €,appartement,Suisse,Leytron,"4,76 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 310 €,1 872 €,Chambre,Suisse,Bussigny,"5,0 ·",1 lit double, · Salle de bain partagée,Superhôte,· Hôte depuis 5 ans,31/07/2024,31/08/2024
1 304 €,2 371 €,appartement,Suisse,St. Gallen,"4,88 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 438 €,2 055 €,appartement,Suisse,Riedholz,"4,91 ·",2 voyageurs,· 1 chambre,· 3 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 585 €,2 782 €,résidence de tourisme,Suisse,Siglistorf,"4,92 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 870 €,2 878 €,appartement,Suisse,Vaz/Obervaz,"4,93 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
2 655 €,4 425 €,maison d'hôtes,Suisse,Oberglatt,"5,0 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
2 144 €,3 696 €,appartement en résidence,Suisse,Biel,"4,86 ·",5 voyageurs,· 2 chambres,· 3 lits,· 1 salle de bain,31/07/2024,31/08/2024
2 023 €,2 529 €,appartement,Suisse,Egg,"4,98 ·",2 voyageurs, · Studio,· 1 salle de bain,Superhôte,31/07/2024,31/08/2024
1 423 €,2 845 €,maison d'hôtes,Suisse,Roche-d'Or,"4,98 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain privée,31/07/2024,31/08/2024
2 137 €,3 885 €,appartement,Suisse,Lutry,"5,0 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 806 €,3 009 €,appartement,Suisse,Felsberg,"5,0 ·",4 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 438 €,2 396 €,appartement,Suisse,Blatten bei Naters,"4,84 ·",2 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
2 040 €,2 550 €,appartement,Suisse,Bulle,"4,95 ·",2 voyageurs, · Studio,· 1 salle de bain,Superhôte,31/07/2024,31/08/2024
€ 841.00,2 212 €,Chambre,Suisse,Fribourg,"5,0 ·",1 lit double, · Salle de bain partagée,Superhôte,· Hôte depuis 2 ans,31/07/2024,31/08/2024
1 582 €,2 876 €,appartement,Suisse,Troistorrents,"4,82 ·",2 voyageurs,· 1 chambre,· 1 salle de bain,Superhôte,31/07/2024,31/08/2024
2 908 €,5 816 €,appartement,Suisse,Zürich,"4,94 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 619 €,2 024 €,appartement,Suisse,Switzerland,"4,81 ·",2 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 460 €,2 793 €,résidence de tourisme,Suisse,Grenchen,"4,69 ·",2 voyageurs, · Studio,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 078 €,1 960 €,appartement,Suisse,Koppigen,"4,17 ·",4 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain privée,31/07/2024,31/08/2024
1 969 €,2 813 €,suite,Suisse,Fischenthal,"4,92 ·",4 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 941 €,3 182 €,appartement,Suisse,Klosters-Serneus,"4,84 ·",2 voyageurs, · Studio,· 1 salle de bain,Superhôte,31/07/2024,31/08/2024
1 391 €,1 738 €,Chambre,Suisse,Wangen-Brüttisellen,"4,86 ·",1 lit simple, · Salle de bain partagée,Superhôte,· 6 mois d'expérience en tant qu'hôte,31/07/2024,31/08/2024
1 619 €,2 024 €,appartement,Suisse,Switzerland,"4,81 ·",2 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 460 €,2 793 €,résidence de tourisme,Suisse,Grenchen,"4,69 ·",2 voyageurs, · Studio,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 078 €,1 960 €,appartement,Suisse,Koppigen,"4,17 ·",4 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain privée,31/07/2024,31/08/2024
1 969 €,2 813 €,suite,Suisse,Fischenthal,"4,92 ·",4 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 941 €,3 182 €,appartement,Suisse,Klosters-Serneus,"4,84 ·",2 voyageurs, · Studio,· 1 salle de bain,Superhôte,31/07/2024,31/08/2024
1 391 €,1 738 €,Chambre,Suisse,Wangen-Brüttisellen,"4,86 ·",1 lit simple, · Salle de bain partagée,Superhôte,· 6 mois d'expérience en tant qu'hôte,31/07/2024,31/08/2024
1 906 €,3 176 €,appartement,Suisse,Val-de-Travers,"4,94 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 685 €,2 718 €,maison de ville,Suisse,Uttwil,"4,75 ·",3 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain et 1 toilette,31/07/2024,31/08/2024
1 568 €,2 412 €,appartement,Suisse,Sankt Gallen,"4,58 ·",5 voyageurs,· 2 chambres,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 290 €,2 529 €,appartement,Suisse,Morgins,"5,0 ·",5 voyageurs,· 2 chambres,· 5 lits,· 1 salle de bain,31/07/2024,31/08/2024
2 401 €,4 899 €,appartement,Suisse,La Sagne,"5,0 ·",4 voyageurs,· 1 chambre,· 3 lits,· 1 salle de bain et 1 toilette,31/07/2024,31/08/2024
1 678 €,1 865 €,appartement en résidence,Suisse,St. Gallen,"4,79 ·",3 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
2 182 €,2 425 €,appartement,Suisse,Lens,"4,89 ·",4 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 108 €,1 605 €,Chambre,Suisse,Volketswil,"4,88 ·",1 lit simple, · Salle de bain partagée,Superhôte,· Hôte depuis 7 ans,31/07/2024,31/08/2024
1 592 €,1 769 €,Chambre,Suisse,Root,"4,87 ·",1 lit double, · Salle de bain partagée,Superhôte,· Hôte depuis 4 ans,31/07/2024,31/08/2024
2 086 €,2 782 €,appartement,Suisse,Flaach,"4,85 ·",4 voyageurs,· 1 chambre,· 3 lits,· 1 salle de bain,31/07/2024,31/08/2024
2 309 €,2 624 €,appartement,Suisse,Dietwil,"4,97 ·",4 voyageurs,· 2 chambres,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 738 €,3 477 €,appartement,Suisse,Willerzell,"4,67 ·",2 voyageurs,· 1 chambre,· 1 salle de bain,Hôte depuis 1 an,31/07/2024,31/08/2024
1 422 €,1 580 €,Chambre,Suisse,Oberlunkhofen,"5,0 ·",1 lit simple, · Salle de bain privée,Superhôte,· Hôte depuis 8 ans,31/07/2024,31/08/2024
3 319 €,4 425 €,cottage,Suisse,Movelier,"4,97 ·",4 voyageurs,· 3 chambres,· 3 lits,· 2 salles de bain,31/07/2024,31/08/2024
1 723 €,1 915 €,appartement,Suisse,Wohlen bei Bern,"4,87 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
3 386 €,4 836 €,maison d'hôtes,Suisse,Bourg-en-Lavaux,"4,85 ·",2 voyageurs, · Studio,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
2 096 €,4 109 €,appartement,Suisse,Bussigny,"5,0 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 438 €,2 212 €,appartement,Suisse,Rorschach,"4,50 ·",2 voyageurs,· 1 chambre,· 1 salle de bain,Hôte depuis 5 ans,31/07/2024,31/08/2024
1 479 €,2 845 €,Chambre,Suisse,Carouge,"4,91 ·",1 lit queen size, · Salle de bain partagée,Superhôte,· Hôte depuis 5 ans,31/07/2024,31/08/2024
1 438 €,2 212 €,chambre d'hôtes,Suisse,Zuchwil,"4,92 ·",2 voyageurs,· 1 chambre,· 1 lit,· 1 salle de bain partagée,31/07/2024,31/08/2024
1 954 €,3 006 €,appartement en résidence,Suisse,Churwalden,"4,90 ·",5 voyageurs,· 1 chambre,· 5 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 075 €,1 264 €,Chambre,Suisse,Zuzgen,"4,97 ·",1 chambre, · Salle de bain privée attenante,Superhôte,· Hôte depuis 3 ans,31/07/2024,31/08/2024
1 217 €,1 738 €,chambre d'hôtes,Suisse,Billens-Hennens,"5,0 ·",4 voyageurs,· 2 chambres,· 4 lits,· 1 salle de bain,31/07/2024,31/08/2024
1 304 €,1 738 €,Chambre,Suisse,Zürich,"4,36 ·",1 chambre, · Salle de bain partagée,Superhôte,· Hôte depuis 6 ans,31/07/2024,31/08/2024
€ 839.00,1 422 €,Chambre dans hôtel,Suisse,Montfaucon,"5,0 ·",1 voyageur,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
1 304 €,1 738 €,Chambre,Suisse,Zürich,"4,36 ·",1 chambre, · Salle de bain partagée,Superhôte,· Hôte depuis 6 ans,31/07/2024,31/08/2024
1 217 €,1 738 €,chambre d'hôtes,Suisse,Billens-Hennens,"5,0 ·",4 voyageurs,· 2 chambres,· 4 lits,· 1 salle de bain,31/07/2024,31/08/2024
€ 839.00,1 422 €,Chambre dans hôtel,Suisse,Montfaucon,"5,0 ·",1 voyageur,· 1 chambre,· 1 lit,· 1 salle de bain,31/07/2024,31/08/2024
2 845 €,3 793 €,appartement,Suisse,Seengen,"5,0 ·",4 voyageurs,· 1 chambre,· 2 lits,· 1 salle de bain,31/07/2024,31/08/2024
